Date,Market,Market Size,Product,Product Type,State,Type,Area Code,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Total Expenses
2012/2/1 上午 12:00:00,Central,Small Market,Amaretto,Coffee,Iowa,Regular,712,10,30,20,40,18,818,27,5,10,45,17
2012/2/1 上午 12:00:00,Central,Small Market,Colombian,Coffee,Iowa,Regular,319,20,40,20,60,28,961,35,8,6,63,29
2012/2/1 上午 12:00:00,Central,Small Market,Decaf Irish Cream,Coffee,Iowa,Decaf,712,20,30,20,50,23,620,31,7,12,54,19
2012/2/1 上午 12:00:00,Central,Small Market,Caffe Mocha,Espresso,Iowa,Regular,319,20,30,20,50,19,774,28,5,11,47,17
2012/2/1 上午 12:00:00,Central,Small Market,Decaf Espresso,Espresso,Iowa,Decaf,712,0,50,40,50,0,774,43,0,32,43,11
2012/2/1 上午 12:00:00,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,563,200,270,190,470,234,"1,282",311,77,201,545,110
2012/2/1 上午 12:00:00,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,563,80,140,110,220,104,596,150,33,95,254,55
2012/2/1 上午 12:00:00,Central,Small Market,Darjeeling,Tea,Iowa,Regular,563,190,210,140,400,228,"1,436",229,63,141,457,88
2012/2/1 上午 12:00:00,Central,Small Market,Earl Grey,Tea,Iowa,Regular,515,200,260,150,460,240,"1,391",294,91,169,534,125
2012/2/1 上午 12:00:00,Central,Small Market,Colombian,Coffee,Missouri,Regular,314,90,110,50,200,86,484,107,32,42,193,65
2012/2/1 上午 12:00:00,Central,Small Market,Decaf Irish Cream,Coffee,Missouri,Decaf,816,70,100,60,170,75,956,90,23,46,165,44
2012/2/1 上午 12:00:00,Central,Small Market,Green Tea,Tea,Missouri,Regular,573,20,40,0,60,33,193,41,12,-4,74,45
2012/2/1 上午 12:00:00,Central,Small Market,Caffe Mocha,Espresso,Missouri,Regular,573,50,90,70,140,50,814,73,14,48,123,25
2012/2/1 上午 12:00:00,Central,Small Market,Decaf Espresso,Espresso,Missouri,Decaf,573,40,80,60,120,42,771,61,11,38,103,23
2012/2/1 上午 12:00:00,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,636,30,60,10,90,43,256,61,39,-8,104,69
2012/2/1 上午 12:00:00,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,417,70,10,-20,80,84,625,18,26,-32,102,50
2012/2/1 上午 12:00:00,Central,Small Market,Darjeeling,Tea,Missouri,Regular,816,30,40,10,70,35,191,47,11,9,82,38
2012/2/1 上午 12:00:00,Central,Small Market,Earl Grey,Tea,Missouri,Regular,314,20,30,-10,50,30,165,38,11,-7,68,45
2012/2/1 上午 12:00:00,Central,Major Market,Amaretto,Coffee,Ohio,Regular,937,60,80,50,140,60,329,80,19,33,140,47
2012/2/1 上午 12:00:00,Central,Major Market,Colombian,Coffee,Ohio,Regular,513,50,80,50,130,52,357,76,16,38,128,38
2012/2/1 上午 12:00:00,Central,Major Market,Decaf Irish Cream,Coffee,Ohio,Decaf,614,50,80,20,130,54,427,75,49,-3,129,78
2012/2/1 上午 12:00:00,Central,Major Market,Darjeeling,Tea,Ohio,Regular,614,60,110,60,170,80,640,120,26,62,200,58
2012/2/1 上午 12:00:00,Central,Major Market,Earl Grey,Tea,Ohio,Regular,513,70,110,70,180,86,490,120,26,71,206,49
2012/2/1 上午 12:00:00,Central,Major Market,Decaf Espresso,Espresso,Ohio,Decaf,614,60,90,40,150,59,331,73,22,18,132,55
2012/2/1 上午 12:00:00,Central,Major Market,Caffe Mocha,Espresso,Ohio,Regular,234,190,210,140,400,170,"1,073",170,47,98,340,72
2012/2/1 上午 12:00:00,Central,Major Market,Chamomile,Herbal Tea,Ohio,Decaf,330,10,30,30,40,22,452,34,6,17,56,17
2012/2/1 上午 12:00:00,Central,Major Market,Lemon,Herbal Tea,Ohio,Decaf,740,20,50,50,70,32,817,48,8,28,80,20
2012/2/1 上午 12:00:00,Central,Small Market,Amaretto,Coffee,Wisconsin,Regular,262,50,70,30,120,53,306,65,20,12,118,53
2012/2/1 上午 12:00:00,Central,Small Market,Colombian,Coffee,Wisconsin,Regular,920,90,140,40,230,92,541,128,83,15,220,113
2012/2/1 上午 12:00:00,Central,Small Market,Decaf Irish Cream,Coffee,Wisconsin,Decaf,414,80,100,60,180,77,423,103,25,50,180,53
2012/2/1 上午 12:00:00,Central,Small Market,Darjeeling,Tea,Wisconsin,Regular,920,40,80,50,120,56,382,81,17,41,137,40
2012/2/1 上午 12:00:00,Central,Small Market,Earl Grey,Tea,Wisconsin,Regular,414,50,80,10,130,65,513,90,58,3,155,87
2012/2/1 上午 12:00:00,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,715,50,70,50,120,48,617,62,15,35,110,27
2012/2/1 上午 12:00:00,Central,Small Market,Caffe Mocha,Espresso,Wisconsin,Regular,414,80,100,60,180,70,957,84,21,42,154,42
2012/2/1 上午 12:00:00,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,715,50,100,80,150,65,372,109,20,66,174,43
2012/2/1 上午 12:00:00,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,262,40,60,50,100,47,772,68,13,43,115,25
2012/2/1 上午 12:00:00,East,Small Market,Darjeeling,Tea,Connecticut,Regular,475,50,80,60,130,50,814,73,14,48,123,25
2012/2/1 上午 12:00:00,East,Small Market,Green Tea,Tea,Connecticut,Regular,475,20,50,40,70,27,772,39,7,21,66,18
2012/2/1 上午 12:00:00,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,203,50,70,40,120,55,305,75,18,29,130,46
2012/2/1 上午 12:00:00,East,Small Market,Caffe Mocha,Espresso,Connecticut,Regular,860,60,90,20,150,65,513,90,58,3,155,87
2012/2/1 上午 12:00:00,East,Small Market,Colombian,Coffee,Connecticut,Regular,959,120,180,130,300,130,945,195,42,121,325,74
2012/2/1 上午 12:00:00,East,Small Market,Lemon,Herbal Tea,Connecticut,Decaf,475,60,90,50,150,86,484,107,32,41,193,66
2012/2/1 上午 12:00:00,East,Small Market,Mint,Herbal Tea,Connecticut,Decaf,860,50,70,50,120,75,956,90,23,46,165,44
2012/2/1 上午 12:00:00,East,Major Market,Darjeeling,Tea,Florida,Regular,786,30,50,40,80,32,817,48,8,28,80,20
2012/2/1 上午 12:00:00,East,Major Market,Green Tea,Tea,Florida,Regular,727,40,80,60,120,47,772,68,13,44,115,24
2012/2/1 上午 12:00:00,East,Major Market,Decaf Espresso,Espresso,Florida,Decaf,407,70,100,60,170,77,423,103,25,51,180,52
2012/2/1 上午 12:00:00,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,305,80,130,40,210,92,541,128,83,16,220,112
2012/2/1 上午 12:00:00,East,Major Market,Decaf Irish Cream,Coffee,Florida,Decaf,305,80,110,70,190,86,490,120,26,71,206,49
2012/2/1 上午 12:00:00,East,Major Market,Colombian,Coffee,Florida,Regular,754,70,120,80,190,80,640,120,26,63,200,57
2012/2/1 上午 12:00:00,East,Major Market,Chamomile,Herbal Tea,Florida,Decaf,754,30,50,30,80,48,617,62,15,34,110,28
2012/2/1 上午 12:00:00,East,Major Market,Lemon,Herbal Tea,Florida,Decaf,727,40,50,20,90,53,306,65,20,12,118,53
2012/2/1 上午 12:00:00,East,Major Market,Mint,Herbal Tea,Florida,Decaf,850,50,70,50,120,70,957,84,21,42,154,42
2012/2/1 上午 12:00:00,East,Major Market,Darjeeling,Tea,Massachusetts,Regular,978,30,50,40,80,32,817,48,8,28,80,20
2012/2/1 上午 12:00:00,East,Major Market,Green Tea,Tea,Massachusetts,Regular,978,20,40,30,60,22,452,34,6,17,56,17
2012/2/1 上午 12:00:00,East,Major Market,Regular Espresso,Espresso,Massachusetts,Regular,508,160,170,110,330,170,"1,073",170,47,99,340,71
2012/2/1 上午 12:00:00,East,Major Market,Caffe Mocha,Espresso,Massachusetts,Regular,508,50,70,10,120,54,451,74,49,-4,128,78
2012/2/1 上午 12:00:00,East,Major Market,Colombian,Coffee,Massachusetts,Regular,774,70,370,330,440,75,235,395,24,340,470,55
2012/2/1 上午 12:00:00,East,Major Market,Lemon,Herbal Tea,Massachusetts,Decaf,781,40,60,30,100,59,331,73,22,18,132,55
2012/2/1 上午 12:00:00,East,Small Market,Darjeeling,Tea,New Hampshire,Regular,603,10,30,20,40,18,818,27,5,11,45,16
2012/2/1 上午 12:00:00,East,Small Market,Green Tea,Tea,New Hampshire,Regular,603,0,40,30,40,0,774,43,0,32,43,11
2012/2/1 上午 12:00:00,East,Small Market,Regular Espresso,Espresso,New Hampshire,Regular,603,20,40,0,60,30,165,38,11,-6,68,44
2012/2/1 上午 12:00:00,East,Small Market,Caffe Mocha,Espresso,New Hampshire,Regular,603,40,60,10,100,43,256,61,39,-7,104,68
2012/2/1 上午 12:00:00,East,Small Market,Amaretto,Coffee,New Hampshire,Regular,603,30,60,40,90,41,236,60,13,25,101,35
2012/2/1 上午 12:00:00,East,Small Market,Colombian,Coffee,New Hampshire,Regular,603,40,60,30,100,45,366,69,14,23,114,46
2012/2/1 上午 12:00:00,East,Small Market,Lemon,Herbal Tea,New Hampshire,Decaf,603,20,30,0,50,33,193,41,12,-4,74,45
2012/2/1 上午 12:00:00,East,Major Market,Darjeeling,Tea,New York,Regular,631,100,150,120,250,95,809,137,26,100,232,37
2012/2/1 上午 12:00:00,East,Major Market,Earl Grey,Tea,New York,Regular,518,100,160,130,260,99,766,144,27,105,243,39
2012/2/1 上午 12:00:00,East,Major Market,Green Tea,Tea,New York,Regular,845,80,120,90,200,77,449,112,21,79,189,33
2012/2/1 上午 12:00:00,East,Major Market,Regular Espresso,Espresso,New York,Regular,585,210,350,280,560,228,"1,402",352,63,264,580,88
2012/2/1 上午 12:00:00,East,Major Market,Caffe Mocha,Espresso,New York,Regular,585,110,-60,-190,50,121,901,-60,110,-203,61,143
2012/2/1 上午 12:00:00,East,Major Market,Colombian,Coffee,New York,Regular,917,240,370,250,610,258,"2,067",387,90,245,645,142
2012/2/1 上午 12:00:00,East,Major Market,Lemon,Herbal Tea,New York,Decaf,518,180,200,110,380,240,"1,454",255,91,131,495,124
2012/2/1 上午 12:00:00,East,Major Market,Mint,Herbal Tea,New York,Decaf,607,160,-20,-80,140,213,"1,214",-33,66,-120,180,87
2012/2/1 上午 12:00:00,South,Small Market,Caffe Mocha,Espresso,Louisiana,Regular,504,50,90,70,140,65,372,109,20,65,174,44
2012/2/1 上午 12:00:00,South,Small Market,Decaf Espresso,Espresso,Louisiana,Decaf,985,40,70,50,110,56,382,81,17,41,137,40
2012/2/1 上午 12:00:00,South,Small Market,Chamomile,Herbal Tea,Louisiana,Decaf,337,40,60,40,100,49,617,63,16,35,112,28
2012/2/1 上午 12:00:00,South,Small Market,Lemon,Herbal Tea,Louisiana,Decaf,225,80,100,40,180,86,484,107,32,42,193,65
2012/2/1 上午 12:00:00,South,Small Market,Caffe Latte,Espresso,Louisiana,Regular,318,50,80,10,130,65,342,90,58,2,155,88
2012/2/1 上午 12:00:00,South,Small Market,Colombian,Coffee,Louisiana,Regular,337,40,70,60,110,38,772,56,10,34,94,22
2012/2/1 上午 12:00:00,South,Small Market,Decaf Irish Cream,Coffee,Louisiana,Decaf,504,50,90,70,140,47,772,68,13,44,115,24
2012/2/1 上午 12:00:00,South,Small Market,Caffe Mocha,Espresso,New Mexico,Regular,505,30,50,0,80,43,256,61,39,-7,104,68
2012/2/1 上午 12:00:00,South,Small Market,Decaf Espresso,Espresso,New Mexico,Decaf,505,30,40,10,70,35,191,47,11,8,82,39
2012/2/1 上午 12:00:00,South,Small Market,Chamomile,Herbal Tea,New Mexico,Decaf,505,10,30,20,40,18,818,27,5,10,45,17
2012/2/1 上午 12:00:00,South,Small Market,Lemon,Herbal Tea,New Mexico,Decaf,505,20,40,20,60,28,961,35,8,5,63,30
2012/2/1 上午 12:00:00,South,Small Market,Caffe Latte,Espresso,New Mexico,Regular,505,20,30,0,50,30,104,38,11,-7,68,45
2012/2/1 上午 12:00:00,South,Small Market,Colombian,Coffee,New Mexico,Regular,505,50,90,50,140,45,366,69,14,24,114,45
2012/2/1 上午 12:00:00,South,Small Market,Decaf Irish Cream,Coffee,New Mexico,Decaf,505,100,20,-20,120,84,625,18,26,-31,102,49
2012/2/1 上午 12:00:00,South,Small Market,Caffe Latte,Espresso,Oklahoma,Regular,405,70,100,70,170,86,300,120,26,70,206,50
2012/2/1 上午 12:00:00,South,Small Market,Caffe Mocha,Espresso,Oklahoma,Regular,918,10,30,30,40,22,452,34,6,17,56,17
2012/2/1 上午 12:00:00,South,Small Market,Decaf Espresso,Espresso,Oklahoma,Decaf,405,60,110,70,170,80,640,120,26,63,200,57
2012/2/1 上午 12:00:00,South,Small Market,Chamomile,Herbal Tea,Oklahoma,Decaf,918,50,60,20,110,53,306,65,20,11,118,54
2012/2/1 上午 12:00:00,South,Small Market,Lemon,Herbal Tea,Oklahoma,Decaf,405,80,130,40,210,92,541,128,83,15,220,113
2012/2/1 上午 12:00:00,South,Small Market,Colombian,Coffee,Oklahoma,Regular,918,50,70,50,120,44,618,56,14,29,100,27
2012/2/1 上午 12:00:00,South,Small Market,Decaf Irish Cream,Coffee,Oklahoma,Decaf,405,40,60,50,100,32,817,48,8,29,80,19
2012/2/1 上午 12:00:00,South,Major Market,Caffe Latte,Espresso,Texas,Regular,512,60,100,60,160,75,378,114,24,58,189,56
2012/2/1 上午 12:00:00,South,Major Market,Caffe Mocha,Espresso,Texas,Regular,903,80,120,100,200,99,766,144,27,106,243,38
2012/2/1 上午 12:00:00,South,Major Market,Decaf Espresso,Espresso,Texas,Decaf,956,60,100,90,160,77,449,112,21,80,189,32
2012/2/1 上午 12:00:00,South,Major Market,Chamomile,Herbal Tea,Texas,Decaf,214,50,80,50,130,60,329,80,19,33,140,47
2012/2/1 上午 12:00:00,South,Major Market,Lemon,Herbal Tea,Texas,Decaf,432,40,80,50,120,52,357,76,16,38,128,38
2012/2/1 上午 12:00:00,South,Major Market,Colombian,Coffee,Texas,Regular,972,260,320,240,580,213,942,252,66,164,465,88
2012/2/1 上午 12:00:00,South,Major Market,Decaf Irish Cream,Coffee,Texas,Decaf,432,100,130,100,230,83,613,107,27,68,190,39
2012/2/1 上午 12:00:00,West,Small Market,Caffe Latte,Espresso,Utah,Regular,435,40,50,30,90,42,771,61,11,38,103,23
2012/2/1 上午 12:00:00,West,Small Market,Caffe Mocha,Espresso,Utah,Regular,801,40,60,40,100,49,617,63,16,35,112,28
2012/2/1 上午 12:00:00,West,Small Market,Decaf Espresso,Espresso,Utah,Decaf,435,40,70,50,110,50,814,73,14,48,123,25
2012/2/1 上午 12:00:00,West,Small Market,Chamomile,Herbal Tea,Utah,Decaf,435,30,50,30,80,41,236,60,13,24,101,36
2012/2/1 上午 12:00:00,West,Small Market,Lemon,Herbal Tea,Utah,Decaf,435,30,70,40,100,45,366,69,14,24,114,45
2012/2/1 上午 12:00:00,West,Small Market,Mint,Herbal Tea,Utah,Decaf,435,70,10,-30,80,84,625,18,26,-31,102,49
2012/2/1 上午 12:00:00,West,Small Market,Darjeeling,Tea,Utah,Regular,435,20,50,10,70,43,256,61,39,-7,104,68
2012/2/1 上午 12:00:00,West,Small Market,Earl Grey,Tea,Utah,Regular,435,20,30,10,50,35,191,47,11,9,82,38
2012/2/1 上午 12:00:00,West,Small Market,Green Tea,Tea,Utah,Regular,435,10,30,10,40,30,165,38,11,-6,68,44
2012/2/1 上午 12:00:00,West,Small Market,Amaretto,Coffee,Utah,Regular,435,90,110,70,200,75,956,90,23,46,165,44
2012/2/1 上午 12:00:00,West,Small Market,Colombian,Coffee,Utah,Regular,435,60,100,70,160,55,305,75,18,30,130,45
2012/2/1 上午 12:00:00,West,Small Market,Decaf Irish Cream,Coffee,Utah,Decaf,435,100,140,80,240,86,484,107,32,41,193,66
2012/2/1 上午 12:00:00,West,Major Market,Caffe Latte,Espresso,California,Regular,831,210,220,150,430,228,"1,436",229,63,142,457,87
2012/2/1 上午 12:00:00,West,Major Market,Caffe Mocha,Espresso,California,Regular,916,110,160,30,270,121,712,169,110,26,290,143
2012/2/1 上午 12:00:00,West,Major Market,Decaf Espresso,Espresso,California,Decaf,951,220,300,200,520,234,"1,282",311,77,202,545,109
2012/2/1 上午 12:00:00,West,Major Market,Chamomile,Herbal Tea,California,Decaf,949,80,120,100,200,95,809,137,26,100,232,37
2012/2/1 上午 12:00:00,West,Major Market,Lemon,Herbal Tea,California,Decaf,714,180,220,160,400,213,942,252,66,164,465,88
2012/2/1 上午 12:00:00,West,Major Market,Mint,Herbal Tea,California,Decaf,530,70,90,60,160,83,613,107,27,68,190,39
2012/2/1 上午 12:00:00,West,Major Market,Darjeeling,Tea,California,Regular,626,60,100,90,160,99,766,144,27,106,243,38
2012/2/1 上午 12:00:00,West,Major Market,Earl Grey,Tea,California,Regular,858,50,70,60,120,77,449,112,21,80,189,32
2012/2/1 上午 12:00:00,West,Major Market,Green Tea,Tea,California,Regular,858,40,80,50,120,75,549,114,24,58,189,56
2012/2/1 上午 12:00:00,West,Major Market,Amaretto,Coffee,California,Regular,909,130,30,-20,160,104,685,28,33,-27,132,55
2012/2/1 上午 12:00:00,West,Major Market,Colombian,Coffee,California,Regular,415,320,480,360,800,258,"2,067",387,90,245,645,142
2012/2/1 上午 12:00:00,West,Major Market,Decaf Irish Cream,Coffee,California,Decaf,818,180,-30,-110,150,148,"1,071",-26,48,-117,122,91
2012/2/1 上午 12:00:00,West,Small Market,Caffe Latte,Espresso,Nevada,Regular,702,0,40,30,40,0,774,43,0,31,43,12
2012/2/1 上午 12:00:00,West,Small Market,Caffe Mocha,Espresso,Nevada,Regular,775,10,30,20,40,18,818,27,5,10,45,17
2012/2/1 上午 12:00:00,West,Small Market,Decaf Espresso,Espresso,Nevada,Decaf,775,10,30,20,40,19,774,28,5,11,47,17
2012/2/1 上午 12:00:00,West,Small Market,Decaf Irish Cream,Coffee,Nevada,Decaf,702,30,40,20,70,28,961,35,8,6,63,29
2012/2/1 上午 12:00:00,West,Small Market,Chamomile,Herbal Tea,Nevada,Decaf,775,100,150,40,250,121,712,169,110,26,290,143
2012/2/1 上午 12:00:00,West,Small Market,Lemon,Herbal Tea,Nevada,Decaf,775,120,190,120,310,148,844,206,48,115,354,91
2012/2/1 上午 12:00:00,West,Small Market,Mint,Herbal Tea,Nevada,Decaf,702,80,140,110,220,104,596,150,33,94,254,56
2012/2/1 上午 12:00:00,West,Small Market,Darjeeling,Tea,Nevada,Regular,775,150,220,150,370,234,"1,282",311,77,202,545,109
2012/2/1 上午 12:00:00,West,Small Market,Earl Grey,Tea,Nevada,Regular,702,150,160,100,310,228,"1,436",229,63,142,457,87
2012/2/1 上午 12:00:00,West,Small Market,Green Tea,Tea,Nevada,Regular,702,150,-150,-220,0,240,"1,937",-240,91,-342,23,125
2012/2/1 上午 12:00:00,West,Small Market,Colombian,Coffee,Nevada,Regular,775,40,50,10,90,33,193,41,12,-5,74,46
2012/2/1 上午 12:00:00,West,Small Market,Caffe Latte,Espresso,Oregon,Regular,503,50,70,20,120,59,331,73,22,18,132,55
2012/2/1 上午 12:00:00,West,Small Market,Caffe Mocha,Espresso,Oregon,Regular,541,50,80,50,130,60,329,80,19,33,140,47
2012/2/1 上午 12:00:00,West,Small Market,Decaf Espresso,Espresso,Oregon,Decaf,971,160,160,100,320,170,"1,073",170,47,99,340,71
2012/2/1 上午 12:00:00,West,Small Market,Decaf Irish Cream,Coffee,Oregon,Decaf,971,60,100,70,160,52,357,76,16,38,128,38
2012/2/1 上午 12:00:00,West,Small Market,Chamomile,Herbal Tea,Oregon,Decaf,971,20,50,50,70,33,772,48,9,28,81,20
2012/2/1 上午 12:00:00,West,Small Market,Lemon,Herbal Tea,Oregon,Decaf,541,30,50,30,80,44,618,56,14,30,100,26
2012/2/1 上午 12:00:00,West,Small Market,Darjeeling,Tea,Oregon,Regular,541,10,20,20,30,22,452,34,6,17,56,17
2012/2/1 上午 12:00:00,West,Small Market,Earl Grey,Tea,Oregon,Regular,971,50,80,50,130,80,640,120,26,62,200,58
2012/2/1 上午 12:00:00,West,Small Market,Green Tea,Tea,Oregon,Regular,503,50,90,60,140,86,490,120,26,71,206,49
2012/2/1 上午 12:00:00,West,Small Market,Amaretto,Coffee,Oregon,Regular,971,60,100,40,160,54,427,75,49,-4,129,79
2012/2/1 上午 12:00:00,West,Small Market,Colombian,Coffee,Oregon,Regular,503,80,110,50,190,65,392,90,21,25,155,65
2012/2/1 上午 12:00:00,West,Small Market,Caffe Latte,Espresso,Washington,Regular,360,40,60,40,100,48,617,62,15,35,110,27
2012/2/1 上午 12:00:00,West,Small Market,Caffe Mocha,Espresso,Washington,Regular,253,50,60,20,110,53,306,65,20,12,118,53
2012/2/1 上午 12:00:00,West,Small Market,Decaf Espresso,Espresso,Washington,Decaf,509,60,80,60,140,70,957,84,21,41,154,43
2012/2/1 上午 12:00:00,West,Small Market,Decaf Irish Cream,Coffee,Washington,Decaf,206,110,160,60,270,92,541,128,83,15,220,113
2012/2/1 上午 12:00:00,West,Small Market,Chamomile,Herbal Tea,Washington,Decaf,206,110,170,120,280,130,945,195,42,121,325,74
2012/2/1 上午 12:00:00,West,Small Market,Lemon,Herbal Tea,Washington,Decaf,509,30,50,50,80,38,772,56,10,34,94,22
2012/2/1 上午 12:00:00,West,Small Market,Darjeeling,Tea,Washington,Regular,360,40,70,40,110,65,372,109,20,66,174,43
2012/2/1 上午 12:00:00,West,Small Market,Earl Grey,Tea,Washington,Regular,206,30,60,40,90,56,382,81,17,41,137,40
2012/2/1 上午 12:00:00,West,Small Market,Green Tea,Tea,Washington,Regular,253,40,60,10,100,65,513,90,58,3,155,87
2012/2/1 上午 12:00:00,West,Small Market,Colombian,Coffee,Washington,Regular,509,70,100,70,170,58,331,84,18,44,142,40
2012/3/1 上午 12:00:00,Central,Major Market,Amaretto,Coffee,Colorado,Regular,720,90,130,100,220,87,756,126,24,90,213,36
2012/3/1 上午 12:00:00,Central,Major Market,Colombian,Coffee,Colorado,Regular,970,80,120,90,200,84,603,109,27,69,193,40
2012/3/1 上午 12:00:00,Central,Major Market,Decaf Irish Cream,Coffee,Colorado,Decaf,720,100,140,110,240,95,799,139,26,101,234,38
2012/3/1 上午 12:00:00,Central,Major Market,Green Tea,Tea,Colorado,Regular,720,30,50,30,80,43,613,55,14,29,98,26
2012/3/1 上午 12:00:00,Central,Major Market,Caffe Mocha,Espresso,Colorado,Regular,719,90,140,110,230,81,441,117,22,84,198,33
2012/3/1 上午 12:00:00,Central,Major Market,Decaf Espresso,Espresso,Colorado,Decaf,970,80,130,80,210,72,541,108,23,54,180,54
2012/3/1 上午 12:00:00,Central,Major Market,Chamomile,Herbal Tea,Colorado,Decaf,719,130,150,100,280,162,"1,059",163,45,94,325,69
2012/3/1 上午 12:00:00,Central,Major Market,Lemon,Herbal Tea,Colorado,Decaf,970,40,70,20,110,52,421,73,47,-4,125,77
2012/3/1 上午 12:00:00,Central,Major Market,Mint,Herbal Tea,Colorado,Decaf,720,40,70,40,110,57,323,77,18,31,134,46
2012/3/1 上午 12:00:00,Central,Major Market,Darjeeling,Tea,Colorado,Regular,970,40,70,20,110,58,325,71,22,16,129,55
2012/3/1 上午 12:00:00,Central,Major Market,Earl Grey,Tea,Colorado,Regular,303,50,60,30,110,62,952,73,19,32,135,41
2012/3/1 上午 12:00:00,Central,Major Market,Colombian,Coffee,Illinois,Regular,217,160,220,140,380,154,829,213,50,119,367,94
2012/3/1 上午 12:00:00,Central,Major Market,Decaf Irish Cream,Coffee,Illinois,Decaf,630,110,170,120,280,109,585,158,34,102,267,56
2012/3/1 上午 12:00:00,Central,Major Market,Caffe Mocha,Espresso,Illinois,Regular,312,280,380,260,660,243,"1,260",324,80,211,567,113
2012/3/1 上午 12:00:00,Central,Major Market,Decaf Espresso,Espresso,Illinois,Decaf,773,270,290,200,560,239,"1,417",239,66,148,478,91
2012/3/1 上午 12:00:00,Central,Major Market,Chamomile,Herbal Tea,Illinois,Decaf,224,70,110,90,180,87,756,126,24,91,213,35
2012/3/1 上午 12:00:00,Central,Major Market,Lemon,Herbal Tea,Illinois,Decaf,630,70,90,60,160,84,603,109,27,70,193,39
2012/3/1 上午 12:00:00,Central,Major Market,Mint,Herbal Tea,Illinois,Decaf,773,80,120,100,200,95,799,139,26,102,234,37
